"국가별","항목","단위","2015. 12 월","2016. 01 월","2016. 02 월","2016. 03 월","2016. 04 월","2016. 05 월","2016. 06 월","2016. 07 월","2016. 08 월","2016. 09 월","2016. 10 월","2016. 11 월","2016. 12 월","2017. 01 월","2017. 02 월","2017. 03 월","2017. 04 월","2017. 05 월","2017. 06 월","2017. 07 월","2017. 08 월","2017. 09 월","2017. 10 월","2017. 11 월","2017. 12 월","2018. 01 월","2018. 02 월","2018. 03 월","2018. 04 월","2018. 05 월","2018. 06 월","2018. 07 월","2018. 08 월","2018. 09 월","2018. 10 월","2018. 11 월","2018. 12 월","2019. 01 월","2019. 02 월","2019. 03 월","2019. 04 월","2019. 05 월","2019. 06 월","2019. 07 월","2019. 08 월","2019. 09 월","2019. 10 월","2019. 11 월","2019. 12 월","2020. 01 월","2020. 02 월","2020. 03 월","2020. 04 월","2020. 05 월","2020. 06 월","2020. 07 월","2020. 08 월","2020. 09 월","2020. 10 월","2020. 11 월","2020. 12 월","2021. 01 월","2021. 02 월","2021. 03 월","2021. 04 월","2021. 05 월","2021. 06 월",
"알제리","SDR 비율(자국화폐/SDR, 기말)","Dinars/SDR","148.45567","148.16208","149.63492","153.16238","154.67124","155.19037","154.39293","153.8745","152.88364","153.17254","151.08012","149.94395","148.58549","149.05072","149.16973","149.27232","149.91801","150.30552","150.05545","152.64995","156.72399","159.99596","161.84859","162.82914","163.67959","165.27822","165.46658","165.85352","165.21513","164.97018","165.51829","165.35625","165.19904","164.86103","164.45877","163.86974","164.51757","165.27839","165.55989","165.64302","165.63053","164.9192","164.90967","164.46692","164.31317","164.19726","164.76058","164.89672","164.77694","165.1875","164.92805","170.01033","175.25186","176.28932","177.68319","181.05584","181.63218","181.77642","182.52263","184.67197","190.30541","191.50964","191.0532","189.98573","191.92315","192.90134","",
"알제리","USD 비율(자국화폐/US$, 기말)","Dinars/US$","107.1317","107.3252","108.3279","108.7168","109.1286","110.6228","110.3718","110.4325","109.6457","109.7371","109.9685","110.7609","110.5274","109.6906","110.1784","110.014","109.3475","108.5771","107.8459","108.4355","110.8852","113.2077","115.2205","115.0396","114.9327","113.4278","114.4395","114.0777","114.8873","116.4508","117.6749","117.7024","117.8824","118.1587","118.9897","118.4693","118.2906","117.9972","118.4283","119.3178","119.5233","119.7132","118.622","119.576","120.0822","120.4405","119.4445","120.1083","119.1596","119.9661","120.0978","124.5681","128.2579","128.489","129.1588","128.1296","128.008","129.1416","129.2983","129.1328","132.1319","132.9188","132.743","134.0564","133.6524","133.5265","",
"알제리","USD 비율(자국화폐/US$, 평균)","Dinars/US$","107.2739","107.4411","106.5487","109.5423","108.7676","109.787","110.1451","110.6086","109.4703","109.3162","110.1722","110.6175","110.9002","110.0475","109.9259","109.8772","109.9478","108.937","108.4008","108.7211","109.6243","111.7448","114.1349","115.073","115.2419","114.2968","113.8607","114.0351","114.2165","115.974","116.9667","117.6772","118.3993","117.9911","118.67","118.5182","118.5199","118.3305","118.6176","118.9239","119.3079","119.5117","119.0572","119.2523","119.6585","120.1191","119.9325","119.8986","119.6329","119.6404","120.5274","121.3511","127.5983","128.6924","128.7417","128.4361","128.3389","128.7995","128.9041","128.6956","131.5961","132.6737","132.9357","133.7369","132.9544","133.5319","",
"알제리","명목 환율 지수","","82.71444","83.36562","82.94021","80.22749","79.51112","79.22438","79.40055","79.86382","79.92961","80.11607","80.65276","82.32724","83.85715","84.32236","83.84051","83.76887","83.42907","82.81876","82.32659","80.98885","78.9572","76.76146","76.1103","75.77159","75.13158","73.88975","73.44959","73.51547","73.79977","74.91073","75.25207","75.56418","76.65652","76.99768","77.06567","77.27901","77.06868","76.80142","76.67843","76.72892","76.93484","77.62317","77.31025","77.2218","77.90066","78.17266","78.01249","77.82134","77.75709","77.58712","78.16308","77.83241","75.37532","74.64553","73.03674","72.33957","71.16878","70.94823","70.88856","70.47532","67.53417","66.68495","66.62714","67.30229","67.70773","66.61865","",
"알제리","CPI 기반 실질 환율 지수","","94.71","95.84232","95.56541","93.30535","93.51447","93.45107","94.42673","95.29549","95.30587","95.48552","94.84508","98.70058","100.67761","102.19782","101.7105","101.87294","101.76066","100.23475","99.72027","97.59978","96.23071","94.05311","93.09185","92.95956","92.55298","90.88243","90.3293","90.25623","91.01061","93.21882","94.36989","93.74932","94.79786","94.72839","95.16578","95.73828","95.0401","94.8716","94.75827","94.62811","94.5523","95.50499","94.85651","94.93447","96.20621","97.19656","95.97052","95.56061","95.76379","95.04613","95.80708","95.98865","93.41453","92.77026","90.76328","89.78402","87.88948","88.22829","88.93894","88.56849","85.12566","84.00476","84.19689","85.11345","85.73412","84.50308","",
"앙골라","SDR 비율(자국화폐/SDR, 기말)","Kwanzas/SDR","187.51013","214.82736","219.55338","226.35296","235.10913","232.71472","232.04821","231.14607","231.307","231.55525","227.91695","224.5887","223.02815","225.43862","224.62106","225.11685","227.46997","229.68025","230.85416","233.57157","234.51031","234.49615","233.06897","234.85113","236.29734","302.28051","308.17271","311.30617","324.93319","339.15811","350.60722","361.01533","387.18613","410.85726","425.55976","429.43268","429.20801","437.36781","439.20483","441.631","447.73262","455.23909","473.05005","480.80949","495.34217","515.36991","685.05417","674.43454","666.83583","682.68979","676.5195","732.45995","760.95984","798.39899","797.96411","816.41646","845.25748","881.48575","941.26251","931.50911","945.14068","947.2892","920.46802","895.27503","937.57261","939.23326","",
"앙골라","USD 비율(자국화폐/US$, 기말)","Kwanzas/US$","135.315","155.616","158.94523","160.6685","165.88172","165.88371","165.8857","165.88868","165.88968","165.89266","165.89664","165.89963","165.90261","165.90659","165.90759","165.91157","165.9125","165.9155","165.9165","165.9185","165.9205","165.9215","165.9225","165.9235","165.9235","207.45027","213.13749","214.12323","225.95204","239.40831","249.2635","256.97468","276.2875","294.46838","307.90227","310.4575","308.607","312.25","314.172","318.1205","323.0955","330.4535","340.272","349.5735","362.0025","378.0295","496.6355","491.248","482.227","495.798","492.63","536.68","556.9077","581.9155","580.0441","577.7616","595.70789","626.2445","666.7866","651.3624","656.22535","657.47365","639.5375","631.7177","652.9115","650.1382","",
"앙골라","USD 비율(자국화폐/US$, 평균)","Kwanzas/US$","135.31409","155.61355","157.55005","159.38297","164.203","165.88269","165.88484","165.88698","165.88873","165.89113","165.89456","165.89824","165.90049","165.90465","165.90701","165.90999","165.91188","165.91377","165.91618","165.91802","165.91991","165.92145","165.92205","165.923","165.9235","188.97635","210.23329","214.14504","218.2609","232.62973","242.24787","253.17375","266.59234","286.02773","303.08242","310.00886","308.89069","310.29786","313.65516","316.16992","319.41547","327.43766","338.64563","346.25474","359.80945","367.77203","429.55076","473.49853","475.40245","489.43395","494.48503","508.75745","557.93472","564.29397","587.12635","571.17073","582.59069","620.50013","645.22365","661.92282","655.66587","657.83639","652.63588","626.69181","644.55929","652.17122","",
"베냉","SDR 비율(자국화폐/SDR, 기말)","Cfa Francs/SDR","834.92208","829.25496","832.18501","811.70417","815.31835","825.02072","826.50109","822.45817","821.6211","820.351","823.30158","834.98824","836.56563","828.76162","838.063","832.50792","822.81115","809.24589","799.76378","787.43301","784.0362","785.24583","791.72835","783.57114","778.93006","767.28734","776.51848","774.02208","780.94814","794.30921","791.43178","785.21859","788.98858","790.62246","801.03841","798.78189","796.76809","799.78879","803.26907","810.53204","810.30359","810.38378","801.33478","809.0886","813.31244","821.26013","811.20736","820.03604","807.43646","817.24662","820.63715","817.13125","824.10906","808.17647","805.85564","782.33616","779.51902","788.61318","791.56695","783.03824","769.90806","778.76072","778.89625","792.85897","779.62747","776.69001","787.33808",
"베냉","USD 비율(자국화폐/US$, 기말)","Cfa Francs/US$","602.51401","600.69322","602.45867","576.15898","575.2495","588.09127","590.84579","590.26096","589.2535","587.72243","599.2664","616.79079","622.29105","609.90888","619.00255","613.56","600.14364","584.57981","574.79583","559.35619","554.72051","555.61325","563.63379","553.59693","546.94989","526.57702","537.05338","532.38942","543.05572","560.69493","562.66684","558.92723","563.00489","566.65256","579.56971","577.47777","572.88821","570.99321","574.59443","583.85136","584.73614","588.24948","576.41213","588.24948","594.3793","602.40334","588.09127","597.30195","583.90333","593.51882","597.57402","598.71942","603.12339","589.04185","585.7805","553.64365","549.37772","560.26392","560.74286","547.54341","534.55872","540.50511","541.174","559.4516","542.92087","537.6256","551.96651",
"베냉","USD 비율(자국화폐/US$, 평균)","Cfa Francs/US$","603.05786","604.03144","591.3277","590.97","578.48662","579.92373","584.16806","592.63278","585.06267","585.04431","594.91581","607.42639","622.17863","617.9873","616.34743","613.92203","611.74801","593.2236","584.13968","569.84524","555.57846","550.55023","557.98282","558.832","554.19511","537.69171","531.2339","531.73385","534.32793","555.32033","561.68946","561.33177","567.97945","562.63306","571.18993","577.07827","576.19894","574.57384","577.87713","580.36574","583.68251","586.48278","580.83217","584.71574","589.55923","596.11294","593.48847","593.57509","590.23706","590.93289","601.51949","592.90676","603.90631","601.69329","582.83505","572.21897","554.57535","556.2536","557.06741","554.11579","539.00715","538.95743","542.20733","551.26667","547.58454","540.06434","544.49411",
"보츠와나","SDR 비율(자국화폐/SDR, 기말)","Pula/SDR","15.56882","15.80034","15.84824","15.40263","15.0716","15.7807","15.30657","14.8859","15.05276","14.48296","14.53766","14.53088","14.31525","14.3283","14.03716","14.27974","14.29991","14.25407","14.21191","14.29316","14.32004","14.56995","14.7617","14.62353","14.05393","13.95384","13.79217","13.85635","14.05979","14.07358","14.62821","14.37025","15.0739","14.77599","14.97326","14.5128","14.92792","14.46598","14.73732","14.97492","14.86241","15.00351","14.75682","14.69757","15.19349","15.04531","15.10336","14.93468","14.68754","15.00753","15.37059","16.33486","16.43727","16.25431","16.22289","16.22273","16.23179","16.42977","16.18247","15.7878","15.53963","15.91221","15.82292","15.71938","","","",
"보츠와나","USD 비율(자국화폐/US$, 기말)","Pula/US$","11.2351","11.4454","11.4733","10.933","10.6338","11.2488","10.9423","10.6833","10.7956","10.376","10.5817","10.7337","10.6486","10.5446","10.368","10.5242","10.4301","10.2968","10.2142","10.1532","10.1317","10.3092","10.5089","10.3316","9.8684","9.5763","9.5389","9.5307","9.7769","9.9344","10.3999","10.2289","10.7564","10.5902","10.8335","10.492","10.7334","10.3277","10.5419","10.7869","10.7251","10.8909","10.6148","10.6859","11.1036","11.0359","10.9493","10.8782","10.6214","10.8991","11.1926","11.9687","12.0296","11.847","11.7925","11.4805","11.4396","11.6724","11.4636","11.0397","10.7894","11.044","10.9937","11.0918","","","",
"보츠와나","USD 비율(자국화폐/US$, 평균)","Pula/US$","11.0217","11.5545","11.2916","11.1513","10.8038","11.0684","10.9861","10.7903","10.5041","10.6223","10.6327","10.6836","10.7252","10.5868","10.4445","10.3529","10.5066","10.3914","10.2078","10.2522","10.2167","10.1465","10.3727","10.5086","10.1823","9.7392","9.5546","9.5476","9.6622","9.9243","10.2269","10.3046","10.57","10.8018","10.7534","10.6379","10.6772","10.5125","10.5057","10.6977","10.6462","10.7519","10.7709","10.623","11.0191","10.9383","10.9585","10.8937","10.7529","10.7434","11.0033","11.5243","12.1767","12.0692","11.7064","11.5618","11.6462","11.5189","11.4523","11.1643","10.9081","10.9801","10.8974","11.0543","","","",
"부르키나파소","SDR 비율(자국화폐/SDR, 기말)","Cfa Francs/SDR","834.92208","829.25496","832.18501","811.70417","815.31835","825.02072","826.50109","822.45817","821.6211","820.351","823.30158","834.98824","836.56563","828.76162","838.063","832.50792","822.81115","809.24589","799.76378","787.43301","784.0362","785.24583","791.72835","783.57114","778.93006","767.28734","776.51848","774.02208","780.94814","794.30921","791.43178","785.21859","788.98858","790.62246","801.03841","798.78189","796.76809","799.78879","803.26907","810.53204","810.30359","810.38378","801.33478","809.0886","813.31244","821.26013","811.20736","820.03604","807.43646","817.24662","820.63715","817.13125","824.10906","808.17647","805.85564","782.33616","779.51902","788.61318","791.56695","783.03824","769.90806","778.76072","778.89625","792.85897","779.62747","776.69001","787.33808",
"부르키나파소","USD 비율(자국화폐/US$, 기말)","Cfa Francs/US$","602.51401","600.69322","602.45867","576.15898","575.2495","588.09127","590.84579","590.26096","589.2535","587.72243","599.2664","616.79079","622.29105","609.90888","619.00255","613.56","600.14364","584.57981","574.79583","559.35619","554.72051","555.61325","563.63379","553.59693","546.94989","526.57702","537.05338","532.38942","543.05572","560.69493","562.66684","558.92723","563.00489","566.65256","579.56971","577.47777","572.88821","570.99321","574.59443","583.85136","584.73614","588.24948","576.41213","588.24948","594.3793","602.40334","588.09127","597.30195","583.90333","593.51882","597.57402","598.71942","603.12339","589.04185","585.7805","553.64365","549.37772","560.26392","560.74286","547.54341","534.55872","540.50511","541.174","559.4516","542.92087","537.6256","551.96651",
"부르키나파소","USD 비율(자국화폐/US$, 평균)","Cfa Francs/US$","603.05786","604.03144","591.3277","590.97","578.48662","579.92373","584.16806","592.63278","585.06267","585.04431","594.91581","607.42639","622.17863","617.9873","616.34743","613.92203","611.74801","593.2236","584.13968","569.84524","555.57846","550.55023","557.98282","558.832","554.19511","537.69171","531.2339","531.73385","534.32793","555.32033","561.68946","561.33177","567.97945","562.63306","571.18993","577.07827","576.19894","574.57384","577.87713","580.36574","583.68251","586.48278","580.83217","584.71574","589.55923","596.11294","593.48847","593.57509","590.23706","590.93289","601.51949","592.90676","603.90631","601.69329","582.83505","572.21897","554.57535","556.2536","557.06741","554.11579","539.00715","538.95743","542.20733","551.26667","547.58454","540.06434","544.49411",
"부룬디","SDR 비율(자국화폐/SDR, 기말)","Francs/SDR","2240.90649","2244.59087","2254.00167","2306.99873","2329.84954","2312.21066","2312.30311","2313.41589","2324.27104","2334.69379","2304.27459","2278.21986","2270.02517","2303.63568","2303.83788","2315.7332","2350.59269","2382.13894","2405.04128","2443.99271","2464.54159","2474.38402","2467.72383","2495.21235","2516.01795","2578.53891","2562.84909","2581.4673","2555.30789","2519.17438","2502.70062","2502.70086","2500.98798","2496.92696","2483.30737","2493.27752","2514.92667","2543.21852","2546.49667","2538.0693","2541.46885","2534.32338","2565.13489","2546.36532","2541.30674","2540.42543","2578.90802","2574.76472","2601.92462","2599.20247","2599.34659","2591.54726","2602.44941","2619.66405","2634.45705","2714.1222","2733.02448","2718.87079","2733.69697","2776.38344","2803.33854","2810.78815","2814.32248","2778.87454","2822.93559","","",
"부룬디","USD 비율(자국화폐/US$, 기말)","Francs/US$","1617.13","1625.93","1631.78","1637.54","1643.83","1648.19","1653.01","1660.29","1666.93","1672.64","1677.24","1682.88","1688.59","1695.31","1701.64","1706.7","1714.48","1720.8","1728.52","1736.1","1743.71","1750.79","1756.78","1762.88","1766.7","1769.61","1772.51","1775.59","1776.91","1778.26","1779.29","1781.45","1784.65","1789.59","1796.73","1802.51","1808.27","1815.68","1821.56","1828.25","1833.99","1839.64","1845.14","1851.34","1857.22","1863.43","1869.6","1875.42","1881.6","1887.65","1892.8","1898.85","1904.6","1909.35","1915","1920.73","1926.14","1931.6","1936.54","1941.4","1946.4","1950.85","1955.38","1960.81","1965.85","","",
"부룬디","USD 비율(자국화폐/US$, 평균)","Francs/US$","1614.02","1622.5","1629.12","1634.53","1641","1645.9","1650.56","1656.82","1663.75","1675.1","1669.99","1680.27","1685.98","1692.02","1698.68","1704.91","1711.53","1717.64","1724.93","1732.44","1740.14","1747.44","1753.93","1759.9","1765.1","1768.18","1771.05","1774.05","1776.28","1777.69","1778.768","1780.37","1783.0286","1787.002","1793.0914","1799.649","1805.3635","1811.945","1818.9047","1824.886","1831.1019","1837.0362","1842.4179","1848.42864","1854.38714","1860.40286","1866.68857","1872.6915","1878.58429","1884.77955","1890.42895","1895.9724","1901.90286","1907.1406","1912.31667","1917.98381","1923.548","1929.07227","1934.2065","1939.14524","1944.05727","1948.719","1953.04","1958.30696","1963.38524","","",
"부룬디","명목 환율 지수","","95.69979","96.13989","95.09813","94.31818","92.86679","92.94218","93.06565","93.18128","92.29723","91.91752","93.1871","94.98159","96.28275","96.12337","95.26352","94.83471","94.33189","93.25846","92.29202","91.43621","90.05825","89.29297","89.82771","89.71606","88.97993","87.98507","87.75749","87.69989","87.91608","89.59499","90.45242","90.87403","91.65303","91.88695","92.17699","91.94055","92.53811","91.69789","91.26858","91.10539","91.06513","91.37471","90.74398","90.4205","91.07434","91.1497","90.65542","90.24033","89.68954","89.27315","89.93431","90.68298","91.87319","91.6171","90.27729","89.47186","88.44906","88.02362","87.73681","87.12121","85.89692","85.52096","86.47103","88.0121","87.63917","87.00264","",
"부룬디","CPI 기반 실질 환율 지수","","120.34691","120.66293","118.07948","117.0494","115.38063","115.64769","117.99602","119.01932","118.94245","118.79618","120.13906","122.73886","127.8786","130.00391","136.11123","135.87078","133.12684","131.12111","128.78878","126.79331","125.92051","126.7776","129.85601","127.57674","124.14129","120.40675","118.36389","117.12861","116.47868","118.64111","120.33855","119.78684","119.90782","117.72387","116.97599","116.58744","117.34676","117.24672","114.79045","114.44993","114.42794","114.26434","112.62834","112.99731","114.86497","115.88063","115.91884","114.13423","114.52018","114.8369","116.73486","117.29783","119.66992","120.54573","116.88124","115.57029","113.98973","113.75407","114.71613","115.11862","113.53065","112.25306","113.80782","117.02981","117.05052","116.69815","",
"카메룬","SDR 비율(자국화폐/SDR, 기말)","Cfa Francs/SDR","834.92208","829.25496","832.18501","811.70417","815.31835","825.02072","826.50109","822.45817","821.6211","820.351","823.30158","834.98824","836.56563","828.76162","838.063","832.50792","822.81115","809.24589","799.76378","787.43301","784.0362","785.24583","791.72835","783.57114","778.93006","767.28734","776.51848","774.02208","780.94814","794.30921","791.43178","785.21859","788.98858","790.62246","801.03841","798.78189","796.76809","799.78879","803.26907","810.53204","810.30359","810.38378","801.33478","809.0886","813.31244","821.26013","811.20736","820.03604","807.43646","817.24662","820.63715","817.13125","824.10906","808.17647","805.85564","782.33616","779.51902","788.61318","791.56695","783.03824","769.90806","778.76072","778.89625","792.85897","779.62747","776.69001","787.33808",
"카메룬","USD 비율(자국화폐/US$, 기말)","Cfa Francs/US$","602.51401","600.69322","602.45867","576.15898","575.2495","588.09127","590.84579","590.26096","589.2535","587.72243","599.2664","616.79079","622.29105","609.90888","619.00255","613.56","600.14364","584.57981","574.79583","559.35619","554.72051","555.61325","563.63379","553.59693","546.94989","526.57702","537.05338","532.38942","543.05572","560.69493","562.66684","558.92723","563.00489","566.65256","579.56971","577.47777","572.88821","570.99321","574.59443","583.85136","584.73614","588.24948","576.41213","588.24948","594.3793","602.40334","588.09127","597.30195","583.90333","593.51882","597.57402","598.71942","603.12339","589.04185","585.7805","553.64365","549.37772","560.26392","560.74286","547.54341","534.55872","540.50511","541.174","559.4516","542.92087","537.6256","551.96651",
"카메룬","USD 비율(자국화폐/US$, 평균)","Cfa Francs/US$","603.05786","604.03144","591.3277","590.97","578.48662","579.92373","584.16806","592.63278","585.06267","585.04431","594.91581","607.42639","622.17863","617.9873","616.34743","613.92203","611.74801","593.2236","584.13968","569.84524","555.57846","550.55023","557.98282","558.832","554.19511","537.69171","531.2339","531.73385","534.32793","555.32033","561.68946","561.33177","567.97945","562.63306","571.18993","577.07827","576.19894","574.57384","577.87713","580.36574","583.68251","586.48278","580.83217","584.71574","589.55923","596.11294","593.48847","593.57509","590.23706","590.93289","601.51949","592.90676","603.90631","601.69329","582.83505","572.21897","554.57535","556.2536","557.06741","554.11579","539.00715","538.95743","542.20733","551.26667","547.58454","540.06434","544.49411",
"카메룬","명목 환율 지수","","95.43665","96.33062","97.30764","96.73215","97.4808","97.76114","97.86246","97.84061","98.39966","98.53182","98.08386","98.03975","97.38622","97.68227","97.3296","97.66047","97.68642","99.54563","100.07994","101.43215","102.44559","102.41995","102.15911","102.28043","102.4709","103.11832","103.3113","103.39162","103.26236","101.82696","101.84563","103.31501","103.75917","104.84773","104.06897","103.17135","103.01565","102.53999","101.89174","101.60295","101.38121","102.01965","102.53477","101.80831","102.51722","102.01203","102.09663","101.74116","102.00479","101.47606","101.03954","103.21335","103.13201","103.35577","104.83663","105.7217","107.45902","106.7387","106.25041","105.88729","106.99785","106.48272","105.93463","105.47726","106.14294","106.37409","",
"카메룬","CPI 기반 실질 환율 지수","","94.31195","95.40499","96.05349","95.32513","95.85259","96.29453","95.8093","95.65607","96.21262","96.10753","95.35997","95.19377","94.37635","94.36673","94.20014","94.33614","94.33605","96.08089","96.42753","97.66825","98.64646","98.50313","98.06725","97.90098","97.83698","98.33358","98.32455","98.30477","98.10691","96.63559","96.46611","97.71811","97.788","99.02297","98.4456","97.87007","98.01995","97.66133","97.11632","96.75877","96.3169","96.81395","97.38255","96.64532","97.20315","96.72994","96.69822","96.30833","96.52229","96.02151","95.69061","98.05245","98.40705","98.72668","100.07409","101.12671","102.61093","102.06927","101.76659","101.38946","102.30423","101.49151","100.94157","100.36969","100.83792","100.90512","",
"카보베르데","SDR 비율(자국화폐/SDR, 기말)","Escudos/SDR","139.84793","139.60962","138.39392","137.17678","137.59439","138.87096","139.08706","138.54383","137.6676","137.16661","138.7038","140.3581","141.81356","140.95129","141.00927","137.7771","138.93543","136.61722","134.42752","132.34387","130.79507","132.31133","133.38615","131.96226","131.58431","129.35315","129.60786","129.3038","131.37421","132.02495","133.90009","132.58154","132.16215","131.41449","134.01371","133.94324","133.88872","135.1365","135.38416","136.45532","137.3731","136.43114","134.82132","135.96964","136.27152","137.47169","136.95138","137.50832","136.2747","137.66348","138.11089","136.38702","138.51827","137.64503","134.43024","132.68496","131.31045","132.63219","132.99254","132.26746","129.31455","131.39526","129.81698","133.09631","","","",
"카보베르데","USD 비율(자국화폐/US$, 기말)","Escudos/US$","100.92","101.13","100.19","97.37","97.08","98.99","99.43","99.43","98.733","98.27","100.96","103.68","105.49","103.73","104.151","101.542","101.337","98.689","96.614","94.011","92.54","93.619","94.958","93.232","92.396","88.773","89.639","88.938","91.355","93.19509","95.196","94.373","94.308","94.187","96.962","96.834","96.268","96.478","96.843","98.293","99.132","99.034","96.979","98.857","99.589","100.837","99.284","100.159","98.548","99.977","100.57","99.932","101.37446","100.32299","97.71801","93.89849","92.54301","94.22748","94.21138","92.48868","89.78503","91.19593","90.19632","93.91449","","","",
"카보베르데","USD 비율(자국화폐/US$, 평균)","Escudos/US$","101.51723","101.56","99.47","99.54","97.25","97.4","98.16","99.62","98.34736","98.36","99.92","102.07","104.56","103.96","104.15","101.54","103.00979","99.91224","98.27138","95.85595","93.46","92.543","93.74","93.98","93.26089","90.5565","89.23763","89.69714","89.69714","93.19509","94.4039","94.39919","95.367","94.55045","95.92617","97.03562","96.89711","96.59973","97.112","97.46957","98.05645","98.56014","97.751","98.21664","99.06738","100.14319","99.8787","99.75285","99.3345","99.2808","101.08116","99.69109","101.4626","101.33493","97.94442","96.45112","93.2593","93.42704","93.63963","93.25521","90.72162","90.51053","91.14049","92.53168","","","",
"중앙아프리카공화국","SDR 비율(자국화폐/SDR, 기말)","Cfa Francs/SDR","834.92208","829.25496","832.18501","811.70417","815.31835","825.02072","826.50109","822.45817","821.6211","820.351","823.30158","834.98824","836.56563","828.76162","838.063","832.50792","822.81115","809.24589","799.76378","787.43301","784.0362","785.24583","791.72835","783.57114","778.93006","767.28734","776.51848","774.02208","780.94814","794.30921","791.43178","785.21859","788.98858","790.62246","801.03841","798.78189","796.76809","799.78879","803.26907","810.53204","810.30359","810.38378","801.33478","809.0886","813.31244","821.26013","811.20736","820.03604","807.43646","817.24662","820.63715","817.13125","824.10906","808.17647","805.85564","782.33616","779.51902","788.61318","791.56695","783.03824","769.90806","778.76072","778.89625","792.85897","779.62747","776.69001","787.33808",
"중앙아프리카공화국","USD 비율(자국화폐/US$, 기말)","Cfa Francs/US$","602.51401","600.69322","602.45867","576.15898","575.2495","588.09127","590.84579","590.26096","589.2535","587.72243","599.2664","616.79079","622.29105","609.90888","619.00255","613.56","600.14364","584.57981","574.79583","559.35619","554.72051","555.61325","563.63379","553.59693","546.94989","526.57702","537.05338","532.38942","543.05572","560.69493","562.66684","558.92723","563.00489","566.65256","579.56971","577.47777","572.88821","570.99321","574.59443","583.85136","584.73614","588.24948","576.41213","588.24948","594.3793","602.40334","588.09127","597.30195","583.90333","593.51882","597.57402","598.71942","603.12339","589.04185","585.7805","553.64365","549.37772","560.26392","560.74286","547.54341","534.55872","540.50511","541.174","559.4516","542.92087","537.6256","551.96651",
"중앙아프리카공화국","USD 비율(자국화폐/US$, 평균)","Cfa Francs/US$","603.05786","604.03144","591.3277","590.97","578.48662","579.92373","584.16806","592.63278","585.06267","585.04431","594.91581","607.42639","622.17863","617.9873","616.34743","613.92203","611.74801","593.2236","584.13968","569.84524","555.57846","550.55023","557.98282","558.832","554.19511","537.69171","531.2339","531.73385","534.32793","555.32033","561.68946","561.33177","567.97945","562.63306","571.18993","577.07827","576.19894","574.57384","577.87713","580.36574","583.68251","586.48278","580.83217","584.71574","589.55923","596.11294","593.48847","593.57509","590.23706","590.93289","601.51949","592.90676","603.90631","601.69329","582.83505","572.21897","554.57535","556.2536","557.06741","554.11579","539.00715","538.95743","542.20733","551.26667","547.58454","540.06434","544.49411",
"중앙아프리카공화국","명목 환율 지수","","100.75187","101.47108","102.61865","102.22423","102.36395","102.68597","103.09308","102.69478","103.45873","103.56552","102.8801","103.84409","103.33181","103.76022","103.11921","103.37524","103.31724","105.14902","105.87969","107.1665","108.56678","109.03447","108.81722","109.0577","109.40636","110.99794","111.96291","111.97052","111.94421","110.52638","110.40603","111.07682","111.05876","112.54781","112.21042","111.41127","112.3873","112.1075","111.56317","111.37122","111.11787","111.81881","112.34081","111.57539","111.8145","111.12068","111.27588","111.38731","111.79269","111.50013","110.93416","114.18723","114.78732","114.70768","116.42381","117.68545","120.18539","119.85369","119.7243","119.69682","121.15851","120.98186","121.46875","121.72447","122.36254","122.96165","",
"중앙아프리카공화국","CPI 기반 실질 환율 지수","","122.7575","123.79603","125.1812","122.3369","120.50315","117.33931","116.53883","112.66724","117.96485","123.13677","120.03912","117.55895","116.22947","118.19691","117.66117","119.29611","119.81879","123.65056","126.53796","126.85127","127.73925","129.30276","127.88937","127.37811","127.50152","127.26206","127.75817","128.37468","128.52145","127.1663","125.80437","126.04491","126.57773","128.20562","127.80388","129.18398","132.48479","130.95547","130.33033","129.29522","129.49948","127.5537","128.42632","127.29929","127.1213","126.05771","124.83005","124.5501","123.38417","124.09641","123.66472","128.43478","129.76352","132.62597","135.084","134.02559","135.68421","133.98676","133.94696","134.10131","135.4001","133.88669","133.46747","132.65573","132.32587","131.93583","",
"차드","SDR 비율(자국화폐/SDR, 기말)","Cfa Francs/SDR","834.92208","829.25496","832.18501","811.70417","815.31835","825.02072","826.50109","822.45817","821.6211","820.351","823.30158","834.98824","836.56563","828.76162","838.063","832.50792","822.81115","809.24589","799.76378","787.43301","784.0362","785.24583","791.72835","783.57114","778.93006","767.28734","776.51848","774.02208","780.94814","794.30921","791.43178","785.21859","788.98858","790.62246","801.03841","798.78189","796.76809","799.78879","803.26907","810.53204","810.30359","810.38378","801.33478","809.0886","813.31244","821.26013","811.20736","820.03604","807.43646","817.24662","820.63715","817.13125","824.10906","808.17647","805.85564","782.33616","779.51902","788.61318","791.56695","783.03824","769.90806","778.76072","778.89625","792.85897","779.62747","776.69001","787.33808",
