"날짜","종가","오픈","고가","저가","변동 %"
"2018년 07월 26일","33.634","33.644","33.807","33.569","-0.04%"
"2018년 07월 25일","33.648","33.769","33.919","33.613","-0.36%"
"2018년 07월 24일","33.770","33.940","34.028","33.739","-0.50%"
"2018년 07월 23일","33.938","33.857","34.046","33.806","0.29%"
"2018년 07월 20일","33.840","33.923","34.032","33.776","-0.26%"
"2018년 07월 19일","33.927","33.963","34.127","33.853","-0.11%"
"2018년 07월 18일","33.964","33.839","34.043","33.782","0.38%"
"2018년 07월 17일","33.834","33.924","33.960","33.768","-0.26%"
"2018년 07월 16일","33.923","33.948","33.972","33.814","-0.01%"
"2018년 07월 13일","33.928","33.867","34.055","33.759","0.19%"
"2018년 07월 12일","33.863","33.861","33.955","33.792","0.04%"
"2018년 07월 11일","33.850","33.583","33.920","33.487","0.80%"
"2018년 07월 10일","33.581","33.669","33.730","33.526","-0.28%"
"2018년 07월 09일","33.676","33.671","33.705","33.507","0.07%"
"2018년 07월 06일","33.651","33.699","33.802","33.568","-0.18%"
"2018년 07월 05일","33.710","33.667","33.795","33.608","0.13%"
"2018년 07월 04일","33.667","33.629","33.788","33.592","0.12%"
"2018년 07월 03일","33.625","33.731","33.822","33.523","-0.33%"
"2018년 07월 02일","33.737","33.811","33.855","33.708","-0.06%"
"2018년 06월 29일","33.758","33.835","33.870","33.574","-0.20%"
"2018년 06월 28일","33.826","33.966","34.052","33.793","-0.46%"
"2018년 06월 27일","33.981","33.863","34.080","33.829","0.35%"
"2018년 06월 26일","33.864","33.874","33.973","33.781","-0.01%"
"2018년 06월 25일","33.869","33.795","33.974","33.733","0.30%"
"2018년 06월 22일","33.769","33.755","33.899","33.576","0.04%"
"2018년 06월 21일","33.755","33.820","33.860","33.596","-0.19%"
"2018년 06월 20일","33.820","33.951","34.030","33.684","-0.40%"
"2018년 06월 19일","33.956","33.794","34.068","33.764","0.50%"
"2018년 06월 18일","33.788","33.826","33.877","33.677","0.04%"
"2018년 06월 15일","33.775","33.834","33.951","33.659","-0.12%"
"2018년 06월 14일","33.814","33.816","33.844","33.642","0.01%"
"2018년 06월 13일","33.812","33.697","33.865","33.629","0.31%"
"2018년 06월 12일","33.707","33.605","33.747","33.419","0.32%"
"2018년 06월 11일","33.600","33.541","33.657","33.455","0.17%"
"2018년 06월 08일","33.544","33.493","33.656","33.440","0.21%"
"2018년 06월 07일","33.475","33.416","33.572","33.379","0.14%"
"2018년 06월 06일","33.429","33.572","33.598","33.385","-0.43%"
"2018년 06월 05일","33.572","33.448","33.610","33.377","0.37%"
"2018년 06월 04일","33.447","33.499","33.539","33.404","-0.02%"
"2018년 06월 01일","33.455","33.721","33.734","33.437","-0.74%"
"2018년 05월 31일","33.705","33.618","33.780","33.549","0.23%"
"2018년 05월 30일","33.628","33.791","33.854","33.586","-0.47%"
