,날짜,종가
390,2019-12-30,0.001325
385,2020-01-06,0.001291
380,2020-01-13,0.00129
375,2020-01-20,0.001295
370,2020-01-27,0.001268
365,2020-02-03,0.001269
360,2020-02-10,0.001259
355,2020-02-17,0.00126
350,2020-02-24,0.001236
345,2020-03-02,0.00123
340,2020-03-09,0.001191
335,2020-03-16,0.00117
330,2020-03-23,0.001162
325,2020-03-30,0.001163
320,2020-04-06,0.001174
315,2020-04-13,0.001175
310,2020-04-20,0.001165
305,2020-04-27,0.001166
300,2020-05-04,0.001192
295,2020-05-11,0.001213
290,2020-05-18,0.00122
285,2020-05-25,0.001242
280,2020-06-01,0.00126
275,2020-06-08,0.001302
270,2020-06-15,0.001276
265,2020-06-22,0.001219
260,2020-06-29,0.001215
255,2020-07-06,0.00125
250,2020-07-13,0.001265
245,2020-07-20,0.001271
240,2020-07-27,0.001301
235,2020-08-03,0.001318
230,2020-08-10,0.00124
225,2020-08-17,0.001237
220,2020-08-24,0.001272
215,2020-08-31,0.001288
210,2020-09-07,0.001289
205,2020-09-14,0.001306
200,2020-09-21,0.001291
195,2020-09-28,0.001274
190,2020-10-05,0.001252
185,2020-10-12,0.001254
180,2020-10-19,0.001269
175,2020-10-26,0.001289
170,2020-11-02,0.001302
165,2020-11-09,0.001319
160,2020-11-16,0.001304
155,2020-11-23,0.001292
150,2020-11-30,0.00131
145,2020-12-07,0.001341
140,2020-12-14,0.001359
135,2020-12-21,0.001377
130,2020-12-28,0.001404
125,2021-01-04,0.001419
120,2021-01-11,0.001389
115,2021-01-18,0.001361
110,2021-01-25,0.001364
105,2021-02-01,0.001362
100,2021-02-08,0.001359
95,2021-02-15,0.001389
90,2021-02-22,0.001414
85,2021-03-01,0.001383
80,2021-03-08,0.001357
75,2021-03-15,0.001382
70,2021-03-22,0.001394
65,2021-03-29,0.001362
60,2021-04-05,0.001386
55,2021-04-12,0.001402
50,2021-04-19,0.001426
45,2021-04-26,0.001418
40,2021-05-03,0.001419
35,2021-05-10,0.001434
30,2021-05-17,0.001396
25,2021-05-24,0.001369
20,2021-05-31,0.001382
15,2021-06-07,0.001395
10,2021-06-14,0.001389
5,2021-06-21,0.001337
0,2021-06-28,0.001359
